member,field_path,dtype,shape,size,missing_or_nonfinite,numeric_min,numeric_max,candidate_role
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#34/LR1865SZ_first20cycle210111_002_4.xlsx,记录表.Temperature(℃),float64,314749,314749,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#34/LR1865SZ_first20cycle210111_002_4.xlsx,记录表.Date_Time,datetime64[ns],314749,314749,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#34/LR1865SZ_first20cycle210111_002_4.xlsx,记录表.Cycle_Index,int64,314749,314749,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Data_Point,int64,224257,224257,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Test_Time(s),object,224257,224257,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Current(A),float64,224257,224257,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Capacity(Ah),float64,224257,224257,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Voltage(V),float64,224257,224257,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Energy(Wh),float64,224257,224257,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Temperature(℃),float64,224257,224257,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Date_Time,datetime64[ns],224257,224257,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_cycles210102_002_5.xlsx,记录表.Cycle_Index,int64,224257,224257,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Data_Point,int64,316556,316556,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Test_Time(s),object,316556,316556,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Current(A),float64,316556,316556,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Capacity(Ah),float64,316556,316556,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Voltage(V),float64,316556,316556,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Energy(Wh),float64,316556,316556,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Temperature(℃),float64,316556,316556,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Date_Time,datetime64[ns],316556,316556,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#36/LR1865SZ_first20cycle201229_002_5.xlsx,记录表.Cycle_Index,int64,316556,316556,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Data_Point,int64,259436,259436,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Test_Time(s),object,259436,259436,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Current(A),float64,259436,259436,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Capacity(Ah),float64,259436,259436,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Voltage(V),float64,259436,259436,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Energy(Wh),float64,259436,259436,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Temperature(℃),float64,259436,259436,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Date_Time,datetime64[ns],259436,259436,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_cycles210115_002_5.xlsx,记录表.Cycle_Index,int64,259436,259436,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Data_Point,int64,310621,310621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Test_Time(s),object,310621,310621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Current(A),float64,310621,310621,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Capacity(Ah),float64,310621,310621,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Voltage(V),float64,310621,310621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Energy(Wh),float64,310621,310621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Temperature(℃),float64,310621,310621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Date_Time,datetime64[ns],310621,310621,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#37/LR1865SZ_first20cycle210111_002_5.xlsx,记录表.Cycle_Index,int64,310621,310621,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Data_Point,int64,216719,216719,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Test_Time(s),object,216719,216719,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Current(A),float64,216719,216719,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Capacity(Ah),float64,216719,216719,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Voltage(V),float64,216719,216719,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Energy(Wh),float64,216719,216719,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Temperature(℃),float64,216719,216719,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Date_Time,datetime64[ns],216719,216719,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_cycles210103_002_6.xlsx,记录表.Cycle_Index,int64,216719,216719,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Data_Point,int64,325078,325078,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Test_Time(s),object,325078,325078,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Current(A),float64,325078,325078,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Capacity(Ah),float64,325078,325078,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Voltage(V),float64,325078,325078,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Energy(Wh),float64,325078,325078,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Temperature(℃),float64,325078,325078,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Date_Time,datetime64[ns],325078,325078,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#39/LR1865SZ_first20cycle201230_002_6.xlsx,记录表.Cycle_Index,int64,325078,325078,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Data_Point,int64,208764,208764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Test_Time(s),object,208764,208764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Current(A),float64,208764,208764,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Capacity(Ah),float64,208764,208764,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Voltage(V),float64,208764,208764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Energy(Wh),float64,208764,208764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Temperature(℃),float64,208764,208764,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Date_Time,datetime64[ns],208764,208764,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_cycles210109_001_1.xlsx,记录表.Cycle_Index,int64,208764,208764,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Data_Point,int64,313271,313271,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Test_Time(s),object,313271,313271,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Current(A),float64,313271,313271,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Capacity(Ah),float64,313271,313271,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Voltage(V),float64,313271,313271,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Energy(Wh),float64,313271,313271,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Temperature(℃),float64,313271,313271,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Date_Time,datetime64[ns],313271,313271,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#4/LR1865SZ_first20cycle210105_001_1.xlsx,记录表.Cycle_Index,int64,313271,313271,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Data_Point,int64,266642,266642,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Test_Time(s),object,266642,266642,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Current(A),float64,266642,266642,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Capacity(Ah),float64,266642,266642,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Voltage(V),float64,266642,266642,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Energy(Wh),float64,266642,266642,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Temperature(℃),float64,266642,266642,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Date_Time,datetime64[ns],266642,266642,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_cycles210115_002_6.xlsx,记录表.Cycle_Index,int64,266642,266642,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Data_Point,int64,320433,320433,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Test_Time(s),object,320433,320433,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Current(A),float64,320433,320433,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Capacity(Ah),float64,320433,320433,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Voltage(V),float64,320433,320433,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Energy(Wh),float64,320433,320433,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Temperature(℃),float64,320433,320433,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Date_Time,datetime64[ns],320433,320433,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#40/LR1865SZ_first20cycle210111_002_6.xlsx,记录表.Cycle_Index,int64,320433,320433,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Data_Point,int64,301465,301465,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Test_Time(s),object,301465,301465,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Current(A),float64,301465,301465,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Capacity(Ah),float64,301465,301465,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Voltage(V),float64,301465,301465,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Energy(Wh),float64,301465,301465,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Temperature(℃),float64,301465,301465,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Date_Time,datetime64[ns],301465,301465,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_cycles210102_002_8.xlsx,记录表.Cycle_Index,int64,301465,301465,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Data_Point,int64,316442,316442,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Test_Time(s),object,316442,316442,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Current(A),float64,316442,316442,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Capacity(Ah),float64,316442,316442,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Voltage(V),float64,316442,316442,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Energy(Wh),float64,316442,316442,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Temperature(℃),float64,316442,316442,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Date_Time,datetime64[ns],316442,316442,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#42/LR1865SZ_first20cycle201229_002_8.xlsx,记录表.Cycle_Index,int64,316442,316442,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Data_Point,int64,209705,209705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Test_Time(s),object,209705,209705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Current(A),float64,209705,209705,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Capacity(Ah),float64,209705,209705,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Voltage(V),float64,209705,209705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Energy(Wh),float64,209705,209705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Temperature(℃),float64,209705,209705,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Date_Time,datetime64[ns],209705,209705,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_cycles210115_002_8.xlsx,记录表.Cycle_Index,int64,209705,209705,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Data_Point,int64,315523,315523,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Test_Time(s),object,315523,315523,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Current(A),float64,315523,315523,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Capacity(Ah),float64,315523,315523,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Voltage(V),float64,315523,315523,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Energy(Wh),float64,315523,315523,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Temperature(℃),float64,315523,315523,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Date_Time,datetime64[ns],315523,315523,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#43/LR1865SZ_first20cycle210111_002_8.xlsx,记录表.Cycle_Index,int64,315523,315523,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Data_Point,int64,247262,247262,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Test_Time(s),object,247262,247262,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Current(A),float64,247262,247262,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Capacity(Ah),float64,247262,247262,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Voltage(V),float64,247262,247262,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Energy(Wh),float64,247262,247262,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Temperature(℃),float64,247262,247262,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Date_Time,datetime64[ns],247262,247262,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_cycles210102_003_5.xlsx,记录表.Cycle_Index,int64,247262,247262,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Data_Point,int64,317330,317330,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Test_Time(s),object,317330,317330,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Current(A),float64,317330,317330,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Capacity(Ah),float64,317330,317330,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Voltage(V),float64,317330,317330,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Energy(Wh),float64,317330,317330,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Temperature(℃),float64,317330,317330,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Date_Time,datetime64[ns],317330,317330,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#46/LR1865SZ_first20cycle201229_003_5.xlsx,记录表.Cycle_Index,int64,317330,317330,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Data_Point,int64,195420,195420,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Test_Time(s),object,195420,195420,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Current(A),float64,195420,195420,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Capacity(Ah),float64,195420,195420,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Voltage(V),float64,195420,195420,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Energy(Wh),float64,195420,195420,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Temperature(℃),float64,195420,195420,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Date_Time,datetime64[ns],195420,195420,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_cycles210115_003_5.xlsx,记录表.Cycle_Index,int64,195420,195420,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Data_Point,int64,314439,314439,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#47/LR1865SZ_first20cycle210111_003_5.xlsx,记录表.Test_Time(s),object,314439,314439,0,,,other
